Voltage[V]	Current[mA]
53.982000	-2.803013E-10
53.988000	-2.686233E-10
53.994000	-2.647306E-10
54.000000	-2.837842E-10
54.006000	-3.304960E-10
54.012000	-2.798915E-10
54.018000	-2.954622E-10
54.024000	-2.837842E-10
54.030000	-2.569454E-10
54.036000	-3.757737E-10
54.042000	-3.509836E-10
54.048000	-2.616575E-10
54.054000	-2.925939E-10
54.060000	-2.839890E-10
54.066000	-2.567405E-10
54.072000	-3.151304E-10
54.078000	-2.774331E-10
54.084000	-2.731306E-10
54.090000	-2.673941E-10
54.096000	-3.284473E-10
54.102000	-2.702623E-10
54.108000	-2.954621E-10
54.114000	-3.098035E-10
54.120000	-2.692380E-10
54.126000	-3.366423E-10
54.132000	-2.921841E-10
54.138000	-1.870825E-10
54.144000	-2.843989E-10
54.150000	-1.807315E-10
54.156000	-1.270537E-10
54.162000	-2.946428E-10
54.168000	-3.196376E-10
54.174000	-1.629072E-10
54.180000	-2.895207E-10
54.186000	-2.639112E-10
54.192000	-2.010141E-10
54.198000	-2.618624E-10
54.204000	-2.028580E-10
54.210000	-2.942328E-10
54.216000	-2.786623E-10
54.222000	-3.108279E-10
54.228000	-1.727412E-10
54.234000	-3.200474E-10
54.240000	-2.610430E-10
54.246000	-2.782526E-10
54.252000	-3.055012E-10
54.258000	-2.579698E-10
54.264000	-1.467219E-10
54.270000	-2.907500E-10
54.276000	-3.028377E-10
54.282000	-3.384861E-10
54.288000	-1.987605E-10
54.294000	-2.315408E-10
54.300000	-2.975110E-10
54.306000	-1.604487E-10
54.312000	-3.149255E-10
54.318000	-1.995801E-10
54.324000	-1.676193E-10
54.330000	-2.803013E-10
54.336000	-1.799119E-10
54.342000	-1.176295E-10
54.348000	-2.460870E-10
54.354000	-1.485658E-10
54.360000	-2.171995E-10
54.366000	-2.983305E-10
54.372000	-2.014239E-10
54.378000	-2.561259E-10
54.384000	-2.872671E-10
54.390000	-2.770234E-10
54.396000	-2.538724E-10
54.402000	-2.790721E-10
54.408000	-3.643007E-10
54.414000	-2.884963E-10
54.420000	-2.731306E-10
54.426000	-2.925939E-10
54.432000	-2.846037E-10
54.438000	-2.487504E-10
54.444000	-2.745648E-10
54.450000	-1.741753E-10
54.456000	-2.106433E-10
54.462000	-2.524381E-10
54.468000	-3.247594E-10
54.474000	-2.815305E-10
54.480000	-2.337945E-10
54.486000	-2.510039E-10
54.492000	-2.323602E-10
54.498000	-2.454723E-10
54.504000	-4.507585E-10
54.510000	-3.393058E-10
54.516000	-2.481357E-10
54.522000	-3.427887E-10
54.528000	-2.784575E-10
54.534000	-2.176091E-10
54.540000	-3.651201E-10
54.546000	-2.825549E-10
54.552000	-2.389163E-10
54.558000	-3.503691E-10
54.564000	-2.823501E-10
54.570000	-2.563307E-10
54.576000	-2.893159E-10
54.582000	-3.075498E-10
54.588000	-2.735404E-10
54.594000	-2.968962E-10
54.600000	-3.538518E-10
54.606000	-2.743599E-10
54.612000	-3.870419E-10
54.618000	-3.831493E-10
54.624000	-2.348188E-10
54.630000	-3.595884E-10
54.636000	-2.987402E-10
54.642000	-2.364577E-10
54.648000	-2.669844E-10
54.654000	-3.030426E-10
54.660000	-2.784574E-10
54.666000	-3.177938E-10
54.672000	-3.091889E-10
54.678000	-2.680089E-10
54.684000	-2.591990E-10
54.690000	-2.821453E-10
54.696000	-2.667794E-10
54.702000	-2.887012E-10
54.708000	-3.063207E-10
54.714000	-2.647306E-10
54.720000	-2.684185E-10
54.726000	-3.190230E-10
54.732000	-2.637063E-10
54.738000	-2.639112E-10
54.744000	-2.680088E-10
54.750000	-2.977158E-10
54.756000	-3.235302E-10
54.762000	-3.309058E-10
54.768000	-2.993548E-10
54.774000	-2.899304E-10
54.780000	-3.145158E-10
54.786000	-2.579697E-10
54.792000	-2.694429E-10
54.798000	-1.678242E-10
54.804000	-1.723314E-10
54.810000	-2.919792E-10
54.816000	-2.423992E-10
54.822000	-2.268287E-10
54.828000	-2.985353E-10
54.834000	-2.714917E-10
54.840000	-2.436284E-10
54.846000	-2.766135E-10
54.852000	-3.003791E-10
54.858000	-2.458821E-10
54.864000	-2.848084E-10
54.870000	-3.100084E-10
54.876000	-3.593837E-10
54.882000	-2.532575E-10
54.888000	-3.407398E-10
54.894000	-2.757939E-10
54.900000	-2.704672E-10
54.906000	-4.730899E-10
54.912000	-3.153352E-10
54.918000	-1.999897E-10
54.924000	-3.858127E-10
54.930000	-2.624770E-10
54.936000	-2.710818E-10
54.942000	-3.003791E-10
54.948000	-2.719013E-10
54.954000	-2.366626E-10
54.960000	-2.815304E-10
54.966000	-3.263985E-10
54.972000	-2.925939E-10
54.978000	-3.030426E-10
54.984000	-2.991498E-10
54.990000	-2.292871E-10
54.996000	-2.903402E-10
55.002000	-2.618624E-10
